번호,구정보,신고일,조치일,주소,유형,위도,경도
907,광진구,2023-08-22,2023-08-22,서울특별시 광진구 구의동 257-139,횡단보도,37.5391526,127.0844876
908,광진구,2023-08-22,2023-08-22,서울특별시 광진구 중곡동 115-9,횡단보도,37.5526145,127.0897322
909,광진구,2023-08-22,2023-08-22,서울특별시 광진구 중곡동 272-14,횡단보도,37.5547665,127.0859372
910,광진구,2023-08-22,2023-08-22,서울특별시 광진구 중곡동 272-14,횡단보도,37.5547665,127.0859372
911,광진구,2023-08-22,2023-08-22,서울특별시 광진구 중곡동 132-11,자전거도로,37.556017,127.083444
912,광진구,2023-08-24,2023-08-24,서울특별시 광진구 군자동 344-20,차도 2삼일동안 불법 주차 교통 불편해,37.5513174,127.0702516
913,광진구,2023-08-24,2023-08-24,서울특별시 광진구 군자동 207-18,차도,37.5544877,127.0734023
914,광진구,2023-08-24,2023-08-24,서울특별시 광진구 군자동 207-11,차도,37.5528927,127.0722812
915,광진구,2023-08-24,2023-08-24,서울특별시 광진구 능동 280-1,자전거도로,37.5542596,127.0780253
916,광진구,2023-08-24,2023-08-24,서울특별시 광진구 군자동 247,자전거도로,37.5524835,127.0766376
917,광진구,2023-08-24,2023-08-24,서울특별시 광진구 군자동 47-2,자전거도로,37.5531399,127.0772116
918,광진구,2023-08-24,2023-08-24,서울특별시 광진구 능동 281-5,횡단보도,37.5518242,127.077193
919,광진구,2023-08-24,2023-08-24,서울특별시 광진구 광장동 237-15,자전거도로,37.5448997,127.103842
920,광진구,2023-08-24,2023-08-24,서울특별시 광진구 구의동 611,횡단보도,37.5386271,127.0958742
921,광진구,2023-08-24,2023-08-24,서울특별시 광진구 구의동 546-2,점자블록,37.5369651,127.094616
922,광진구,2023-08-24,2023-08-24,서울특별시 광진구 구의동 546-3,횡단보도,37.5356687,127.0946879
923,광진구,2023-08-24,2023-08-24,서울특별시 광진구 구의동 546-2,횡단보도,37.5369651,127.094616
924,광진구,2023-08-24,2023-08-24,서울특별시 광진구 구의동 588-1,횡단보도,37.5366682,127.0936821
925,광진구,2023-08-24,2023-08-24,서울특별시 광진구 구의동 546-3,횡단보도,37.5356687,127.0946879
926,광진구,2023-08-24,2023-08-24,서울특별시 광진구 구의동 546-6,횡단보도,37.5353816,127.0945451
927,광진구,2023-08-29,2023-08-29,서울특별시 광진구 군자동 226,통행불편,37.5515329,127.0755151
928,광진구,2023-08-29,2023-08-29,서울특별시 광진구 군자동 226,통행불편,37.5515329,127.0755151
929,광진구,2023-08-29,2023-08-29,서울특별시 광진구 군자동 226,통행불편,37.5515329,127.0755151
930,광진구,2023-08-29,2023-08-29,서울특별시 광진구 군자동 374-35,통행불편,37.5474944,127.0742091
931,광진구,2023-08-29,2023-08-29,서울특별시 광진구 군자동 374-35,통행불편,37.5474944,127.0742091
932,광진구,2023-08-29,2023-08-29,서울특별시 광진구 군자동 374-35,통행불편,37.5474944,127.0742091
933,광진구,2023-08-29,2023-08-29,서울특별시 광진구 군자동 374-35,통행불편,37.5474944,127.0742091
934,광진구,2023-08-29,2023-08-29,서울특별시 광진구 군자동 374-35,통행불편,37.5474944,127.0742091
935,광진구,2023-08-29,2023-08-29,서울특별시 광진구 군자동 374-35,통행불편,37.5474944,127.0742091
936,광진구,2023-08-30,2023-08-30,서울특별시 광진구 구의동 234-1,횡단보도,37.5447856,127.0867815
937,광진구,2023-08-30,2023-08-30,서울특별시 광진구 구의동 203-27,횡단보도,37.5445826,127.0899405
938,광진구,2023-08-30,2023-08-30,서울특별시 광진구 구의동 203-27,횡단보도,37.5445826,127.0899405
939,광진구,2023-08-30,2023-08-30,서울특별시 광진구 구의동 203-27,횡단보도,37.5445826,127.0899405
940,광진구,2023-08-30,2023-08-30,서울특별시 광진구 구의동 203-27,횡단보도,37.5445826,127.0899405
941,광진구,2023-08-30,2023-08-30,서울특별시 광진구 구의동 546-3,차도,37.5356687,127.0946879
942,광진구,2023-08-30,2023-08-30,서울특별시 광진구 구의동 546-3,횡단보도,37.5356687,127.0946879
943,광진구,2023-08-30,2023-08-30,서울특별시 광진구 구의동 546-2,버스정류장,37.5369651,127.094616
944,광진구,2023-08-30,2023-08-30,서울특별시 광진구 구의동 658,횡단보도,37.5375813,127.0938987
945,광진구,2023-08-30,2023-08-30,서울특별시 광진구 구의동 658,횡단보도,37.5375813,127.0938987
946,광진구,2023-08-30,2023-08-30,서울특별시 광진구 구의동 73-2,횡단보도,37.5496453,127.0908219
947,광진구,2023-08-30,2023-08-30,서울특별시 광진구 구의동 95-2,차도,37.5515697,127.0907951
948,광진구,2023-08-30,2023-08-30,서울특별시 광진구 구의동 95-2,차도,37.5515697,127.0907951
949,광진구,2023-08-30,2023-08-30,서울특별시 광진구 중곡동 266-5,횡단보도,37.5575789,127.087965
950,광진구,2023-08-30,2023-08-30,서울특별시 광진구 중곡동 266-5,횡단보도,37.5575789,127.087965
951,광진구,2023-08-30,2023-08-30,서울특별시 광진구 군자동 478-5,점자블록,37.5568876,127.0788413
952,광진구,2023-08-30,2023-08-30,서울특별시 광진구 군자동 497,지하철역,37.5573451,127.0786309
953,광진구,2023-08-30,2023-08-30,서울특별시 광진구 군자동 478-5,지하철역,37.5568876,127.0788413
954,광진구,2023-08-30,2023-08-30,서울특별시 광진구 군자동 478-5,점자블록,37.5568876,127.0788413
955,광진구,2023-08-30,2023-08-30,서울특별시 광진구 군자동 64-2,차도,37.5542917,127.0750482
956,광진구,2023-08-30,2023-08-30,서울특별시 광진구 중곡동 292,횡단보도,37.5688657,127.0864947
957,광진구,2023-08-30,2023-08-30,서울특별시 광진구 중곡동 316-1,횡단보도,37.5692617,127.0873839
958,광진구,2023-08-30,2023-08-30,서울특별시 광진구 중곡동 165-1,횡단보도,37.5642418,127.0830708
959,광진구,2023-09-04,2023-09-04,서울특별시 광진구 구의동 668-6,보도 중앙,37.545612,127.0889324
960,광진구,2023-09-04,2023-09-04,서울특별시 광진구 광장동 517-10,보도 중앙,37.5418119,127.0955495
961,광진구,2023-09-04,2023-09-04,서울특별시 광진구 구의동 203-27,보도 중앙,37.5445826,127.0899405
962,광진구,2023-09-04,2023-09-04,서울특별시 광진구 구의동 203-27,보도 중앙,37.5445826,127.0899405
963,광진구,2023-09-04,2023-09-04,서울특별시 광진구 구의동 73-17,자전거 도로,37.5493728,127.0912529
964,광진구,2023-09-04,2023-09-04,서울특별시 광진구 구의동 220-40,보도 중앙,37.5387132,127.0888378
965,광진구,2023-09-04,2023-09-04,서울특별시 광진구 구의동 59-1,"점자블록, 엘리베이터 입구",37.5490108,127.0920224
966,광진구,2023-09-04,2023-09-04,서울특별시 광진구 구의동 245-24,"점자블록, 엘리베이터 입구",37.5380692,127.0890292
967,광진구,2023-09-04,2023-09-04,서울특별시 광진구 구의동 246-117,"점자블록, 엘리베이터 입구",37.5371067,127.0846219
968,광진구,2023-09-04,2023-09-04,서울특별시 광진구 구의동 252-24,보도와 차도가 구분된 도로의 차도,37.5376545,127.084696
969,광진구,2023-09-04,2023-09-04,서울특별시 광진구 군자동 374-35,보도 중앙,37.5474944,127.0742091
970,광진구,2023-09-04,2023-09-04,서울특별시 광진구 군자동 374-35,보도 중앙,37.5474944,127.0742091
971,광진구,2023-09-04,2023-09-04,서울특별시 광진구 군자동 374-35,보도 중앙,37.5474944,127.0742091
972,광진구,2023-09-04,2023-09-04,서울특별시 광진구 군자동 498,보도 중앙,37.5566612,127.0779868
973,광진구,2023-09-04,2023-09-04,서울특별시 광진구 군자동 498,보도 중앙,37.5566612,127.0779868
974,광진구,2023-09-06,2023-09-06,서울특별시 광진구 자양동 550-2,보도 중앙,37.5349742,127.068388
975,광진구,2023-09-06,2023-09-06,서울특별시 광진구 자양동 65-2,보도 중앙,37.5326587,127.0672041
976,광진구,2023-09-06,2023-09-06,서울특별시 광진구 자양동 855-2,보도 중앙,37.5328185,127.0683211
977,광진구,2023-09-06,2023-09-06,서울특별시 광진구 자양동 855-1,보도 중앙,37.5336528,127.0682374
978,광진구,2023-09-06,2023-09-06,서울특별시 광진구 자양동 507-27,보도 중앙,37.5353916,127.0687572
979,광진구,2023-09-06,2023-09-06,서울특별시 광진구 화양동 7-3,보도와 차도가 구분된 도로의 차도,37.5408156,127.0690315
980,광진구,2023-09-06,2023-09-06,서울특별시 광진구 화양동 6-3,보도와 차도가 구분된 도로의 차도,37.5405069,127.0705832
981,광진구,2023-09-06,2023-09-06,서울특별시 광진구 화양동 48-9,보도와 차도가 구분된 도로의 차도,37.5412642,127.0682878
982,광진구,2023-09-06,2023-09-06,서울특별시 광진구 화양동 48-9,보도와 차도가 구분된 도로의 차도,37.5412642,127.0682878
983,광진구,2023-09-06,2023-09-06,서울특별시 광진구 화양동 42-18,"버스정류장, 택시 승강장",37.54302,127.0648661
984,광진구,2023-09-06,2023-09-06,서울특별시 광진구 군자동 478-5,"점자블록, 엘리베이터 입구",37.5568876,127.0788413
985,광진구,2023-09-06,2023-09-06,서울특별시 광진구 군자동 478-1,"점자블록, 엘리베이터 입구",37.5571506,127.078655
986,광진구,2023-09-06,2023-09-06,서울특별시 광진구 군자동 102-16,보도 중앙,37.5525185,127.0717286
987,광진구,2023-09-06,2023-09-06,서울특별시 광진구 군자동 47-2,보도 중앙,37.5531399,127.0772116
988,광진구,2023-09-06,2023-09-06,서울특별시 광진구 능동 283-15,보도 중앙,37.5538514,127.0780439
989,광진구,2023-09-06,2023-09-06,서울특별시 광진구 능동 283-7,보도 중앙,37.5540542,127.0781143
990,광진구,2023-09-06,2023-09-06,서울특별시 광진구 능동 282-6,보도 중앙,37.5544693,127.0783326
991,광진구,2023-09-06,2023-09-06,서울특별시 광진구 능동 282-1,보도 중앙,37.5551353,127.0786842
992,광진구,2023-09-06,2023-09-06,서울특별시 광진구 능동 279-2,보도 중앙,37.5562243,127.0793201
993,광진구,2023-09-06,2023-09-06,서울특별시 광진구 중곡동 249-3,보도 중앙,37.5639279,127.0768645
994,광진구,2023-09-06,2023-09-06,서울특별시 광진구 군자동 47-2,보도 중앙,37.5531399,127.0772116
995,광진구,2023-09-08,2023-09-08,서울특별시 광진구 자양동 497-2,보도 중앙,37.5330664,127.0705813
996,광진구,2023-09-08,2023-09-08,서울특별시 광진구 자양동 497-2,보도 중앙,37.5330664,127.0705813
997,광진구,2023-09-08,2023-09-08,서울특별시 광진구 자양동 856,보도 중앙,37.5321852,127.0690312
998,광진구,2023-09-08,2023-09-08,서울특별시 광진구 자양동 856,보도 중앙,37.5321852,127.0690312
999,광진구,2023-09-08,2023-09-08,서울특별시 광진구 자양동 856-5,보도 중앙,37.5325589,127.0695152
1000,광진구,2023-09-08,2023-09-08,서울특별시 광진구 자양동 65-2,"횡단보도, 산책로 등",37.5326587,127.0672041
1001,광진구,2023-09-08,2023-09-08,서울특별시 광진구 자양동 854-2,보도와 차도가 구분된 도로의 차도,37.5318669,127.0680542
1002,광진구,2023-09-08,2023-09-08,서울특별시 광진구 화양동 48-10,"횡단보도, 산책로 등",37.5410705,127.0675769
1003,광진구,2023-09-08,2023-09-08,서울특별시 광진구 화양동 21-53,"횡단보도, 산책로 등",37.5471067,127.0670003
1004,광진구,2023-09-08,2023-09-08,서울특별시 광진구 화양동 24-1,"횡단보도, 산책로 등",37.5467193,127.0668704
1005,광진구,2023-09-08,2023-09-08,서울특별시 광진구 군자동 55-1,보도 중앙,37.5555507,127.0756105
1006,광진구,2023-09-08,2023-09-08,서울특별시 광진구 군자동 64-2,보도 중앙,37.5542917,127.0750482
1007,광진구,2023-09-08,2023-09-08,서울특별시 광진구 군자동 64-2,보도 중앙,37.5542917,127.0750482
1008,광진구,2023-09-08,2023-09-08,서울특별시 광진구 군자동 499,보도 중앙,37.5564277,127.0789665
1009,광진구,2023-09-08,2023-09-08,서울특별시 광진구 군자동 374-21,보도 중앙,37.5473453,127.0743501
1010,광진구,2023-09-08,2023-09-08,서울특별시 광진구 능동 283-15,보도 중앙,37.5538514,127.0780439
1011,광진구,2023-09-08,2023-09-08,서울특별시 광진구 능동 463-1,"횡단보도, 산책로 등",37.5476115,127.0746156
1012,광진구,2023-09-14,2023-09-14,서울특별시 광진구 자양동 497-2,보도 중앙,37.5330664,127.0705813
1013,광진구,2023-09-14,2023-09-14,서울특별시 광진구 자양동 856-14,보도 중앙,37.5324179,127.0686107
1014,광진구,2023-09-14,2023-09-14,서울특별시 광진구 자양동 856-2,보도 중앙,37.5315425,127.0694109
1015,광진구,2023-09-14,2023-09-14,서울특별시 광진구 자양동 856,보도 중앙,37.5321852,127.0690312
1016,광진구,2023-09-14,2023-09-14,서울특별시 광진구 자양동 856,보도 중앙,37.5321852,127.0690312
1017,광진구,2023-09-14,2023-09-14,서울특별시 광진구 화양동 49-9,"횡단보도, 산책로 등",37.5420462,127.0651456
1018,광진구,2023-09-14,2023-09-14,서울특별시 광진구 화양동 50-4,"횡단보도, 산책로 등",37.5425244,127.0651824
1019,광진구,2023-09-14,2023-09-14,서울특별시 광진구 화양동 50-2,"횡단보도, 산책로 등",37.5425292,127.0645288
1020,광진구,2023-09-14,2023-09-14,서울특별시 광진구 화양동 41-8,"횡단보도, 산책로 등",37.5453368,127.0660779
1021,광진구,2023-09-14,2023-09-14,서울특별시 광진구 화양동 23-40,"횡단보도, 산책로 등",37.5468862,127.0670504
1022,광진구,2023-09-14,2023-09-14,서울특별시 광진구 능동 269-6,보도 중앙,37.5560939,127.0803856
1023,광진구,2023-09-14,2023-09-14,서울특별시 광진구 능동 269-6,보도 중앙,37.5560939,127.0803856
1024,광진구,2023-09-14,2023-09-14,서울특별시 광진구 능동 220-4,보도 중앙,37.5564673,127.0803352
1025,광진구,2023-09-14,2023-09-14,서울특별시 광진구 능동 256-16,보도 중앙,37.554252,127.0863486
1026,광진구,2023-09-14,2023-09-14,서울특별시 광진구 군자동 482,"횡단보도, 산책로 등",37.5577586,127.0750337
1027,광진구,2023-09-14,2023-09-14,서울특별시 광진구 중곡동 272-11,보도 중앙,37.5573144,127.0797687
1028,광진구,2023-09-14,2023-09-14,서울특별시 광진구 중곡동 263-1,"횡단보도, 산책로 등",37.5645564,127.076628
1029,광진구,2023-09-14,2023-09-14,서울특별시 광진구 중곡동 263-9,"횡단보도, 산책로 등",37.5679982,127.0782926
1030,광진구,2023-09-14,2023-09-14,서울특별시 광진구 중곡동 181-13,"버스정류장, 택시 승강장",37.5696995,127.0797671
1031,광진구,2023-09-18,2023-09-18,서울특별시 광진구 자양동 855-2,보도 중앙,37.5328185,127.0683211
1032,광진구,2023-09-18,2023-09-18,서울특별시 광진구 자양동 497-2,보도 중앙,37.5330664,127.0705813
1033,광진구,2023-09-18,2023-09-18,서울특별시 광진구 자양동 792-1,보도 중앙,37.5335982,127.0698332
1034,광진구,2023-09-18,2023-09-18,서울특별시 광진구 자양동 792,보도 중앙,37.5334492,127.0704997
1035,광진구,2023-09-18,2023-09-18,서울특별시 광진구 자양동 559-2,보도 중앙,37.5357585,127.0664069
1036,광진구,2023-09-18,2023-09-18,서울특별시 광진구 군자동 478-1,보도 중앙,37.5571506,127.078655
1037,광진구,2023-09-18,2023-09-18,서울특별시 광진구 군자동 70-3,보도 중앙,37.5549389,127.0764615
1038,광진구,2023-09-18,2023-09-18,서울특별시 광진구 군자동 235,보도 중앙,37.5522336,127.0765244
1039,광진구,2023-09-18,2023-09-18,서울특별시 광진구 군자동 313,보도 중앙,37.5518104,127.0765659
1040,광진구,2023-09-18,2023-09-18,서울특별시 광진구 능동 315-3,보도 중앙,37.552617,127.0774332
1041,광진구,2023-09-18,2023-09-18,서울특별시 광진구 화양동 48-10,"점자블록, 엘리베이터 입구",37.5410705,127.0675769
1042,광진구,2023-09-18,2023-09-18,서울특별시 광진구 화양동 48-10,"점자블록, 엘리베이터 입구",37.5410705,127.0675769
1043,광진구,2023-09-18,2023-09-18,서울특별시 광진구 화양동 48-10,"횡단보도, 산책로 등",37.5410705,127.0675769
1044,광진구,2023-09-18,2023-09-18,서울특별시 광진구 능동 279-4,보도 중앙,37.5558576,127.0791002
1045,광진구,2023-09-18,2023-09-18,서울특별시 광진구 능동 282-6,자전거 도로,37.5544693,127.0783326
1046,광진구,2023-09-18,2023-09-18,서울특별시 광진구 능동 279-10,"횡단보도, 산책로 등",37.5556349,127.0788765
1047,광진구,2023-09-18,2023-09-18,서울특별시 광진구 군자동 374-35,보도 중앙,37.5474944,127.0742091
1048,광진구,2023-09-18,2023-09-18,서울특별시 광진구 군자동 374-35,보도 중앙,37.5474944,127.0742091
1049,광진구,2023-09-18,2023-09-18,서울특별시 광진구 군자동 374,보도 중앙,37.5476677,127.074061
1050,광진구,2023-09-18,2023-09-18,서울특별시 광진구 군자동 346-42,보도 중앙,37.5481723,127.0723192
1051,광진구,2023-09-18,2023-09-18,서울특별시 광진구 중곡동 204,보도 중앙,37.5694444,127.0830552
1052,광진구,2023-09-19,2023-09-19,서울특별시 광진구 자양동 216-26,"횡단보도, 산책로 등",37.5364387,127.0839767
1053,광진구,2023-09-19,2023-09-19,서울특별시 광진구 구의동 245-24,"횡단보도, 산책로 등",37.5380692,127.0890292
1054,광진구,2023-09-19,2023-09-19,서울특별시 광진구 구의동 245-24,"횡단보도, 산책로 등",37.5380692,127.0890292
1055,광진구,2023-09-19,2023-09-19,서울특별시 광진구 구의동 246-3,"점자블록, 엘리베이터 입구",37.5375471,127.0863769
1056,광진구,2023-09-19,2023-09-19,서울특별시 광진구 구의동 245-24,"점자블록, 엘리베이터 입구",37.5380692,127.0890292
1057,광진구,2023-09-19,2023-09-19,서울특별시 광진구 구의동 245-24,"점자블록, 엘리베이터 입구",37.5380692,127.0890292
1058,광진구,2023-09-19,2023-09-19,서울특별시 광진구 구의동 245-24,"점자블록, 엘리베이터 입구",37.5380692,127.0890292
1059,광진구,2023-09-19,2023-09-19,서울특별시 광진구 구의동 245-24,"점자블록, 엘리베이터 입구",37.5380692,127.0890292
1060,광진구,2023-09-19,2023-09-19,서울특별시 광진구 구의동 245-24,"점자블록, 엘리베이터 입구",37.5380692,127.0890292
1061,광진구,2023-09-19,2023-09-19,서울특별시 광진구 구의동 252-20,"횡단보도, 산책로 등",37.5387206,127.0833985
1062,광진구,2023-09-19,2023-09-19,서울특별시 광진구 구의동 96,보도와 차도가 구분된 도로의 차도,37.5513141,127.0899978
1063,광진구,2023-09-19,2023-09-19,서울특별시 광진구 구의동 53-6,보도와 차도가 구분된 도로의 차도,37.5515611,127.0903339
1064,광진구,2023-09-19,2023-09-19,서울특별시 광진구 구의동 95-2,보도와 차도가 구분된 도로의 차도,37.5515697,127.0907951
1065,광진구,2023-09-19,2023-09-19,서울특별시 광진구 구의동 95-2,보도와 차도가 구분된 도로의 차도,37.5515697,127.0907951
1066,광진구,2023-09-20,2023-09-20,서울특별시 광진구 자양동 497-2,보도 중앙,37.5330664,127.0705813
1067,광진구,2023-09-20,2023-09-20,서울특별시 광진구 자양동 469-1,보도 중앙,37.532125,127.0721421
1068,광진구,2023-09-20,2023-09-20,서울특별시 광진구 자양동 856,보도 중앙,37.5321852,127.0690312
1069,광진구,2023-09-20,2023-09-20,서울특별시 광진구 자양동 854-3,보도 중앙,37.5327534,127.0674782
1070,광진구,2023-09-20,2023-09-20,서울특별시 광진구 자양동 65-2,보도 중앙,37.5326587,127.0672041
1071,광진구,2023-09-22,2023-09-22,서울특별시 광진구 자양동 856-14,보도 중앙,37.5324179,127.0686107
1072,광진구,2023-09-22,2023-09-22,서울특별시 광진구 자양동 789,보도 중앙,37.5334856,127.0720332
1073,광진구,2023-09-22,2023-09-22,서울특별시 광진구 자양동 856-14,보도 중앙,37.5324179,127.0686107
1074,광진구,2023-09-22,2023-09-22,서울특별시 광진구 자양동 812,보도 중앙,37.5332764,127.0687707
1075,광진구,2023-09-22,2023-09-22,서울특별시 광진구 자양동 855-2,보도 중앙,37.5328185,127.0683211
1076,광진구,2023-09-22,2023-09-22,서울특별시 광진구 자양동 550-2,"횡단보도, 산책로 등",37.5349742,127.068388
1077,광진구,2023-09-22,2023-09-22,서울특별시 광진구 자양동 855-2,보도와 차도가 구분된 도로의 차도,37.5328185,127.0683211
1078,광진구,2023-09-22,2023-09-22,서울특별시 광진구 자양동 856,보도와 차도가 구분된 도로의 차도,37.5321852,127.0690312
1079,광진구,2023-09-22,2023-09-22,서울특별시 광진구 자양동 536,보도와 차도가 구분된 도로의 차도,37.5368081,127.0716418
1080,광진구,2023-09-22,2023-09-22,서울특별시 광진구 화양동 7-44,"점자블록, 엘리베이터 입구",37.5409582,127.0684686
1081,광진구,2023-09-22,2023-09-22,서울특별시 광진구 화양동 48-10,보도 중앙,37.5410705,127.0675769
1082,광진구,2023-09-22,2023-09-22,서울특별시 광진구 화양동 6-3,보도 중앙,37.5405069,127.0705832
1083,광진구,2023-09-22,2023-09-22,서울특별시 광진구 화양동 7-47,보도 중앙,37.5406706,127.0689886
1084,광진구,2023-09-22,2023-09-22,서울특별시 광진구 군자동 374,"점자블록, 엘리베이터 입구",37.5476677,127.074061
1085,광진구,2023-09-22,2023-09-22,서울특별시 광진구 군자동 374-35,"점자블록, 엘리베이터 입구",37.5474944,127.0742091
1086,광진구,2023-09-22,2023-09-22,서울특별시 광진구 군자동 374,보도 중앙,37.5476677,127.074061
1087,광진구,2023-09-22,2023-09-22,서울특별시 광진구 군자동 374,보도 중앙,37.5476677,127.074061
1088,광진구,2023-09-22,2023-09-22,서울특별시 광진구 군자동 374-35,보도 중앙,37.5474944,127.0742091
1089,광진구,2023-09-22,2023-09-22,서울특별시 광진구 군자동 374-35,보도 중앙,37.5474944,127.0742091
1090,광진구,2023-09-22,2023-09-22,서울특별시 광진구 능동 280-1,"횡단보도, 산책로 등",37.5542596,127.0780253
1091,광진구,2023-09-22,2023-09-22,서울특별시 광진구 군자동 226,보도 중앙,37.5515329,127.0755151
1092,광진구,2023-09-22,2023-09-22,서울특별시 광진구 군자동 98-22,보도 중앙,37.5504474,127.0759516
1093,광진구,2023-09-22,2023-09-22,서울특별시 광진구 군자동 2-3,보도 중앙,37.5541144,127.077503
1094,광진구,2023-09-22,2023-09-22,서울특별시 광진구 군자동 47-1,보도 중앙,37.5547717,127.0780602
1095,광진구,2023-09-22,2023-09-22,서울특별시 광진구 능동 279-4,보도 중앙,37.5558576,127.0791002
1096,광진구,2023-09-22,2023-09-22,서울특별시 광진구 능동 279-3,보도 중앙,37.5560395,127.0792184
1097,광진구,2023-10-04,2023-10-04,서울특별시 광진구 자양동 789,보도 중앙,37.5334856,127.0720332
1098,광진구,2023-10-04,2023-10-04,서울특별시 광진구 자양동 497-2,보도 중앙,37.5330664,127.0705813
1099,광진구,2023-10-04,2023-10-04,서울특별시 광진구 자양동 497-2,보도 중앙,37.5330664,127.0705813
1100,광진구,2023-10-04,2023-10-04,서울특별시 광진구 자양동 854,"점자블록, 엘리베이터 입구",37.5318919,127.0679483
1101,광진구,2023-10-04,2023-10-04,서울특별시 광진구 자양동 856-16,보도 중앙,37.5316754,127.0694316
1102,광진구,2023-10-04,2023-10-04,서울특별시 광진구 자양동 856-2,보도 중앙,37.5315425,127.0694109
1103,광진구,2023-10-04,2023-10-04,서울특별시 광진구 자양동 854,"점자블록, 엘리베이터 입구",37.5318919,127.0679483
1104,광진구,2023-10-04,2023-10-04,서울특별시 광진구 자양동 854-2,"점자블록, 엘리베이터 입구",37.5318669,127.0680542
1105,광진구,2023-10-04,2023-10-04,서울특별시 광진구 자양동 507-36,자전거 도로,37.5356387,127.0691437
1106,광진구,2023-10-04,2023-10-04,서울특별시 광진구 자양동 510-6,자전거 도로,37.5365439,127.0690731
1107,광진구,2023-10-04,2023-10-04,서울특별시 광진구 자양동 559-7,자전거 도로,37.5374251,127.0694905
1108,광진구,2023-10-04,2023-10-04,서울특별시 광진구 화양동 111-33,보도 중앙,37.5478827,127.0707274
1109,광진구,2023-10-04,2023-10-04,서울특별시 광진구 화양동 164-1,보도 중앙,37.5471331,127.0739626
1110,광진구,2023-10-04,2023-10-04,서울특별시 광진구 화양동 111-185,보도 중앙,37.5468726,127.0741788
1111,광진구,2023-10-04,2023-10-04,서울특별시 광진구 화양동 111-185,보도 중앙,37.5468726,127.0741788
1112,광진구,2023-10-04,2023-10-04,서울특별시 광진구 능동 279-2,자전거 도로,37.5562243,127.0793201
1113,광진구,2023-10-04,2023-10-04,서울특별시 광진구 능동 279-2,자전거 도로,37.5562243,127.0793201
1114,광진구,2023-10-04,2023-10-04,서울특별시 광진구 능동 279-2,자전거 도로,37.5562243,127.0793201
1115,광진구,2023-10-04,2023-10-04,서울특별시 광진구 능동 279-2,자전거 도로,37.5562243,127.0793201
1116,광진구,2023-10-04,2023-10-04,서울특별시 광진구 능동 279-8,"횡단보도, 산책로 등",37.5554427,127.0788007
1117,광진구,2023-10-04,2023-10-04,서울특별시 광진구 화양동 1-36,보도 중앙,37.5438195,127.0726348
1118,광진구,2023-10-04,2023-10-04,서울특별시 광진구 능동 283-15,보도 중앙,37.5538514,127.0780439
1119,광진구,2023-10-04,2023-10-04,서울특별시 광진구 능동 283-7,보도 중앙,37.5540542,127.0781143
1120,광진구,2023-10-04,2023-10-04,서울특별시 광진구 능동 283-7,보도 중앙,37.5540542,127.0781143
1121,광진구,2023-10-04,2023-10-04,서울특별시 광진구 군자동 55-1,보도 중앙,37.5555507,127.0756105
1122,광진구,2023-10-06,2023-10-06,서울특별시 광진구 능동 279-8,"횡단보도, 산책로 등",37.5554427,127.0788007
1123,광진구,2023-10-06,2023-10-06,서울특별시 광진구 능동 279-2,자전거 도로,37.5562243,127.0793201
1124,광진구,2023-10-06,2023-10-06,서울특별시 광진구 능동 279-4,자전거 도로,37.5558576,127.0791002
1125,광진구,2023-10-06,2023-10-06,서울특별시 광진구 군자동 27-4,자전거 도로,37.5532096,127.0768478
1126,광진구,2023-10-06,2023-10-06,서울특별시 광진구 자양동 854-2,보도 중앙,37.5318669,127.0680542
1127,광진구,2023-10-06,2023-10-06,서울특별시 광진구 자양동 854-3,보도 중앙,37.5327534,127.0674782
1128,광진구,2023-10-06,2023-10-06,서울특별시 광진구 화양동 164-2,"버스정류장, 택시 승강장",37.5459327,127.0734121
1129,광진구,2023-10-06,2023-10-06,서울특별시 광진구 자양동 497-2,보도 중앙,37.5330664,127.0705813
1130,광진구,2023-10-06,2023-10-06,서울특별시 광진구 화양동 164-2,"버스정류장, 택시 승강장",37.5459327,127.0734121
1131,광진구,2023-10-06,2023-10-06,서울특별시 광진구 자양동 508-9,보도 중앙,37.5356578,127.0670882
1132,광진구,2023-10-06,2023-10-06,서울특별시 광진구 자양동 508-9,보도 중앙,37.5356578,127.0670882
1133,광진구,2023-10-06,2023-10-06,서울특별시 광진구 화양동 6-3,보도와 차도가 구분된 도로의 차도,37.5405069,127.0705832
1134,광진구,2023-10-06,2023-10-06,서울특별시 광진구 화양동 48-9,보도와 차도가 구분된 도로의 차도,37.5412642,127.0682878
1135,광진구,2023-10-06,2023-10-06,서울특별시 광진구 화양동 48-14,보도와 차도가 구분된 도로의 차도,37.5411488,127.0679331
1136,광진구,2023-10-06,2023-10-06,서울특별시 광진구 화양동 18-27,보도 중앙,37.5480594,127.069588
1137,광진구,2023-10-06,2023-10-06,서울특별시 광진구 군자동 355-8,보도 중앙,37.5495017,127.0682241
1138,광진구,2023-10-06,2023-10-06,서울특별시 광진구 군자동 111-2,"횡단보도, 산책로 등",37.553235,127.0729822
1139,광진구,2023-10-06,2023-10-06,서울특별시 광진구 군자동 111-2,"횡단보도, 산책로 등",37.553235,127.0729822
1140,광진구,2023-10-06,2023-10-06,서울특별시 광진구 군자동 489,보도 중앙,37.5571574,127.0765053
1141,광진구,2023-10-06,2023-10-06,서울특별시 광진구 중곡동 639-1,보도 중앙,37.5586629,127.077431
