번호,구정보,신고일,조치일,주소,유형,위도,경도
222,광진구,2023-03-02,2023-03-02,서울특별시 광진구 구의동 73-1,보도 중앙,37.5497028,127.0907232
223,광진구,2023-03-02,2023-03-02,서울특별시 광진구 구의동 73-27,보도 중앙,37.549577,127.0910995
224,광진구,2023-03-02,2023-03-02,서울특별시 광진구 구의동 73-9,자전거 도로,37.5491667,127.0916109
225,광진구,2023-03-02,2023-03-02,서울특별시 광진구 구의동 245-24,보도 중앙,37.5380692,127.0890292
226,광진구,2023-03-02,2023-03-02,서울특별시 광진구 중곡동 157-24,"횡단보도, 산책로 등",37.5570261,127.0806447
227,광진구,2023-03-06,2023-03-06,서울특별시 광진구 자양동 219-5,"점자블록, 엘리베이터 입구",37.5364337,127.0826331
228,광진구,2023-03-06,2023-03-06,서울특별시 광진구 자양동 219-1,"횡단보도, 산책로 등",37.5361077,127.0834853
229,광진구,2023-03-09,2023-03-09,서울특별시 광진구 중곡동 30-78,보도와 차도가 구분된 도로의 차도,37.5653894,127.0860934
230,광진구,2023-03-09,2023-03-09,서울특별시 광진구 광장동 218-1,지하철역 진출입로 및 주변,37.5431583,127.1041888
231,광진구,2023-03-09,2023-03-09,서울특별시 광진구 중곡동 271-2,"횡단보도, 산책로 등",37.5635574,127.0882955
232,광진구,2023-03-09,2023-03-09,서울특별시 광진구 능동 465-10,자전거 도로,37.5465522,127.0760591
233,광진구,2023-03-09,2023-03-09,서울특별시 광진구 능동 315-14,자전거 도로,37.5520617,127.0771333
234,광진구,2023-03-09,2023-03-09,서울특별시 광진구 구의동 546-3,"건물, 상가 보행자 진출입",37.5356687,127.0946879
235,광진구,2023-03-09,2023-03-09,서울특별시 광진구 구의동 546-11,보도와 차도가 구분된 도로의 차도,37.5353757,127.0934453
236,광진구,2023-03-09,2023-03-09,서울특별시 광진구 자양동 204-1,보도와 차도가 구분된 도로의 차도,37.5367608,127.0832751
237,광진구,2023-03-09,2023-03-09,서울특별시 광진구 자양동 859,"건물, 상가 보행자 진출입",37.5377045,127.0815286
238,광진구,2023-03-09,2023-03-09,서울특별시 광진구 자양동 859,"건물, 상가 보행자 진출입",37.5377045,127.0815286
239,광진구,2023-03-09,2023-03-09,서울특별시 광진구 중곡동 29-2,보도와 차도가 구분된 도로의 차도,37.5663535,127.0856367
240,광진구,2023-03-09,2023-03-09,서울특별시 광진구 중곡동 266-1,보도와 차도가 구분된 도로의 차도,37.5655538,127.0865745
241,광진구,2023-03-09,2023-03-09,서울특별시 광진구 중곡동 266-1,보도와 차도가 구분된 도로의 차도,37.5655538,127.0865745
242,광진구,2023-03-09,2023-03-09,서울특별시 광진구 중곡동 273-1,보도와 차도가 구분된 도로의 차도,37.565831,127.08425
243,광진구,2023-03-09,2023-03-09,서울특별시 광진구 중곡동 273-1,보도와 차도가 구분된 도로의 차도,37.565831,127.08425
244,광진구,2023-03-09,2023-03-09,서울특별시 광진구 중곡동 273-1,보도와 차도가 구분된 도로의 차도,37.565831,127.08425
245,광진구,2023-03-10,2023-03-10,서울특별시 광진구 능동 315-18,자전거 도로,37.5523627,127.0774716
246,광진구,2023-03-13,2023-03-13,서울특별시 광진구 중곡동 168-7,지하철역 진출입로 및 주변,37.5667663,127.084154
247,광진구,2023-03-13,2023-03-13,서울특별시 광진구 중곡동 266-1,"횡단보도, 산책로 등",37.5655538,127.0865745
248,광진구,2023-03-13,2023-03-13,서울특별시 광진구 구의동 243-66,보도와 차도가 구분된 도로의 차도,37.5375938,127.0870344
249,광진구,2023-03-13,2023-03-13,서울특별시 광진구 구의동 243-66,보도와 차도가 구분된 도로의 차도,37.5375938,127.0870344
250,광진구,2023-03-13,2023-03-13,서울특별시 광진구 능동 18,자전거 도로,37.5495886,127.081578
251,광진구,2023-03-13,2023-03-13,서울특별시 광진구 자양동 219-16,자전거 도로,37.5370392,127.0814014
252,광진구,2023-03-15,2023-03-15,서울특별시 광진구 중곡동 273-1,"버스정류장, 택시 승강장",37.565831,127.08425
253,광진구,2023-03-15,2023-03-15,서울특별시 광진구 광장동 580-1,지하철역 진출입로 및 주변,37.5447097,127.1036893
254,광진구,2023-03-15,2023-03-15,서울특별시 광진구 군자동 98-2,자전거 도로,37.5484886,127.0748582
255,광진구,2023-03-15,2023-03-15,서울특별시 광진구 구의동 246-99,"횡단보도, 산책로 등",37.5368445,127.0838224
256,광진구,2023-03-15,2023-03-15,서울특별시 광진구 자양동 774-16,"횡단보도, 산책로 등",37.5374064,127.0807564
257,광진구,2023-03-15,2023-03-15,서울특별시 광진구 화양동 50-1,"횡단보도, 산책로 등",37.5423197,127.0646508
258,광진구,2023-03-20,2023-03-20,서울특별시 광진구 광장동 580,지하철역 진출입로 및 주변,37.5449476,127.1030064
259,광진구,2023-03-22,2023-03-22,서울특별시 광진구 자양동 714,보도와 차도가 구분된 도로의 차도,37.5343737,127.0812261
260,광진구,2023-03-24,2023-03-24,서울특별시 광진구 군자동 47-2,보도 중앙,37.5531399,127.0772116
261,광진구,2023-03-24,2023-03-24,서울특별시 광진구 군자동 498,보도 중앙,37.5566612,127.0779868
262,광진구,2023-03-24,2023-03-24,서울특별시 광진구 능동 282-6,보도 중앙,37.5544693,127.0783326
263,광진구,2023-04-11,2023-04-11,서울특별시 광진구 능동 18-47,지하철역 진출입로 및 주변,37.5486211,127.0750733
264,광진구,2023-04-11,2023-04-11,서울특별시 광진구 군자동 98-2,자전거 도로,37.5484886,127.0748582
265,광진구,2023-04-11,2023-04-11,서울특별시 광진구 능동 463-1,지하철역 진출입로 및 주변,37.5476115,127.0746156
266,광진구,2023-04-13,2023-04-13,서울특별시 광진구 자양동 65-2,"횡단보도, 산책로 등",37.5326587,127.0672041
267,광진구,2023-04-13,2023-04-13,서울특별시 광진구 자양동 65-2,"횡단보도, 산책로 등",37.5326587,127.0672041
268,광진구,2023-04-13,2023-04-13,서울특별시 광진구 자양동 65-2,"횡단보도, 산책로 등",37.5326587,127.0672041
269,광진구,2023-04-13,2023-04-13,서울특별시 광진구 자양동 65-2,"횡단보도, 산책로 등",37.5326587,127.0672041
270,광진구,2023-04-13,2023-04-13,서울특별시 광진구 자양동 65-2,보도와 차도가 구분된 도로의 차도,37.5326587,127.0672041
271,광진구,2023-04-13,2023-04-13,서울특별시 광진구 자양동 65-2,보도 중앙,37.5326587,127.0672041
272,광진구,2023-04-13,2023-04-13,서울특별시 광진구 자양동 65-2,"횡단보도, 산책로 등",37.5326587,127.0672041
273,광진구,2023-04-13,2023-04-13,서울특별시 광진구 자양동 65-2,"횡단보도, 산책로 등",37.5326587,127.0672041
274,광진구,2023-04-13,2023-04-13,서울특별시 광진구 자양동 65-2,"횡단보도, 산책로 등",37.5326587,127.0672041
275,광진구,2023-04-13,2023-04-13,서울특별시 광진구 자양동 65-2,"횡단보도, 산책로 등",37.5326587,127.0672041
276,광진구,2023-04-13,2023-04-13,서울특별시 광진구 화양동 4-20,"버스정류장, 택시 승강장",37.5406698,127.0714146
277,광진구,2023-04-13,2023-04-13,서울특별시 광진구 화양동 4-20,"버스정류장, 택시 승강장",37.5406698,127.0714146
278,광진구,2023-04-13,2023-04-13,서울특별시 광진구 화양동 4-20,"버스정류장, 택시 승강장",37.5406698,127.0714146
279,광진구,2023-04-13,2023-04-13,서울특별시 광진구 화양동 4-20,"버스정류장, 택시 승강장",37.5406698,127.0714146
280,광진구,2023-04-13,2023-04-13,서울특별시 광진구 화양동 4-20,"버스정류장, 택시 승강장",37.5406698,127.0714146
281,광진구,2023-04-13,2023-04-13,서울특별시 광진구 중곡동 30-1,보도 중앙,37.5650124,127.0857923
282,광진구,2023-04-13,2023-04-13,서울특별시 광진구 중곡동 30-1,보도 중앙,37.5650124,127.0857923
283,광진구,2023-04-13,2023-04-13,서울특별시 광진구 중곡동 150-103,"횡단보도, 산책로 등",37.5614019,127.0871114
284,광진구,2023-04-13,2023-04-13,서울특별시 광진구 화양동 111-89,보도 중앙,37.5456006,127.0739662
285,광진구,2023-04-13,2023-04-13,서울특별시 광진구 군자동 346-42,"횡단보도, 산책로 등",37.5481723,127.0723192
286,광진구,2023-04-13,2023-04-13,서울특별시 광진구 군자동 346-42,"횡단보도, 산책로 등",37.5481723,127.0723192
287,광진구,2023-04-13,2023-04-13,서울특별시 광진구 군자동 346-42,"횡단보도, 산책로 등",37.5481723,127.0723192
288,광진구,2023-04-13,2023-04-13,서울특별시 광진구 군자동 346-42,"횡단보도, 산책로 등",37.5481723,127.0723192
289,광진구,2023-04-14,2023-04-14,서울특별시 광진구 중곡동 277-1,"횡단보도, 산책로 등",37.5616195,127.0837403
290,광진구,2023-04-14,2023-04-14,서울특별시 광진구 군자동 374-19,보도 중앙,37.5476282,127.0729865
291,광진구,2023-04-14,2023-04-14,서울특별시 광진구 구의동 243-7,"점자블록, 엘리베이터 입구",37.5376233,127.0867582
292,광진구,2023-04-14,2023-04-14,서울특별시 광진구 구의동 243-7,"점자블록, 엘리베이터 입구",37.5376233,127.0867582
293,광진구,2023-04-14,2023-04-14,서울특별시 광진구 군자동 27-4,자전거 도로,37.5532096,127.0768478
294,광진구,2023-04-14,2023-04-14,서울특별시 광진구 자양동 43-13,"횡단보도, 산책로 등",37.5365089,127.0637382
295,광진구,2023-04-17,2023-04-17,서울특별시 광진구 중곡동 266-1,소방시설 5m 이내 구역,37.5655538,127.0865745
296,광진구,2023-04-17,2023-04-17,서울특별시 광진구 중곡동 56-18,"횡단보도, 산책로 등",37.5599992,127.0869194
297,광진구,2023-04-18,2023-04-18,서울특별시 광진구 군자동 27-4,보도 중앙,37.5532096,127.0768478
298,광진구,2023-04-18,2023-04-18,서울특별시 광진구 중곡동 275-2,보도 중앙,37.5658677,127.083464
299,광진구,2023-04-18,2023-04-18,서울특별시 광진구 군자동 250,보도 중앙,37.551319,127.0761344
300,광진구,2023-04-20,2023-04-20,서울특별시 광진구 자양동 856-16,보도 중앙,37.5316754,127.0694316
301,광진구,2023-04-20,2023-04-20,서울특별시 광진구 중곡동 606-1,"횡단보도, 산책로 등",37.5704724,127.0861422
302,광진구,2023-04-20,2023-04-20,서울특별시 광진구 자양동 854-3,보도 중앙,37.5327534,127.0674782
303,광진구,2023-04-20,2023-04-20,서울특별시 광진구 자양동 92-1,보도 중앙,37.5326842,127.0638822
304,광진구,2023-04-20,2023-04-20,서울특별시 광진구 군자동 313,자전거 도로,37.5518104,127.0765659
305,광진구,2023-04-20,2023-04-20,서울특별시 광진구 중곡동 672,"횡단보도, 산책로 등",37.5576689,127.0794849
306,광진구,2023-04-20,2023-04-20,서울특별시 광진구 화양동 50-7,보도 중앙,37.5423013,127.0647273
307,광진구,2023-04-20,2023-04-20,서울특별시 광진구 화양동 24-33,보도 중앙,37.5441597,127.0653398
308,광진구,2023-04-20,2023-04-20,서울특별시 광진구 능동 279-2,자전거 도로,37.5562243,127.0793201
309,광진구,2023-04-20,2023-04-20,서울특별시 광진구 능동 220-4,"횡단보도, 산책로 등",37.5564673,127.0803352
310,광진구,2023-04-20,2023-04-20,서울특별시 광진구 능동 269-6,"횡단보도, 산책로 등",37.5560939,127.0803856
311,광진구,2023-04-21,2023-04-21,서울특별시 광진구 자양동 855,"횡단보도, 산책로 등",37.5329888,127.0680604
312,광진구,2023-04-21,2023-04-21,서울특별시 광진구 자양동 855,"횡단보도, 산책로 등",37.5329888,127.0680604
313,광진구,2023-04-21,2023-04-21,서울특별시 광진구 자양동 855,지하철역 진출입로 및 주변,37.5329888,127.0680604
314,광진구,2023-04-21,2023-04-21,서울특별시 광진구 자양동 855,지하철역 진출입로 및 주변,37.5329888,127.0680604
315,광진구,2023-04-21,2023-04-21,서울특별시 광진구 자양동 855,지하철역 진출입로 및 주변,37.5329888,127.0680604
316,광진구,2023-04-21,2023-04-21,서울특별시 광진구 자양동 855,보도와 차도가 구분된 도로의 차도,37.5329888,127.0680604
317,광진구,2023-04-21,2023-04-21,서울특별시 광진구 자양동 855,보도와 차도가 구분된 도로의 차도,37.5329888,127.0680604
318,광진구,2023-04-21,2023-04-21,서울특별시 광진구 자양동 65-2,"횡단보도, 산책로 등",37.5326587,127.0672041
319,광진구,2023-04-21,2023-04-21,서울특별시 광진구 자양동 227-8,"횡단보도, 산책로 등",37.5375641,127.0699241
320,광진구,2023-04-21,2023-04-21,서울특별시 광진구 자양동 227-8,"횡단보도, 산책로 등",37.5375641,127.0699241
321,광진구,2023-04-21,2023-04-21,서울특별시 광진구 자양동 227-8,"횡단보도, 산책로 등",37.5375641,127.0699241
322,광진구,2023-04-21,2023-04-21,서울특별시 광진구 자양동 227-8,"횡단보도, 산책로 등",37.5375641,127.0699241
323,광진구,2023-04-21,2023-04-21,서울특별시 광진구 중곡동 168-7,지하철역 진출입로 및 주변,37.5667663,127.084154
324,광진구,2023-04-21,2023-04-21,서울특별시 광진구 중곡동 266-1,"횡단보도, 산책로 등",37.5655538,127.0865745
325,광진구,2023-04-21,2023-04-21,서울특별시 광진구 화양동 164-2,"버스정류장, 택시 승강장",37.5459327,127.0734121
326,광진구,2023-04-21,2023-04-21,서울특별시 광진구 자양동 553-500,"횡단보도, 산책로 등",37.5344826,127.0713389
327,광진구,2023-04-21,2023-04-21,서울특별시 광진구 자양동 204-1,"횡단보도, 산책로 등",37.5367608,127.0832751
328,광진구,2023-04-24,2023-04-24,서울특별시 광진구 자양동 747,보도 중앙,37.5295905,127.0749877
329,광진구,2023-04-24,2023-04-24,서울특별시 광진구 자양동 227-341,보도 중앙,37.5377773,127.0740208
330,광진구,2023-04-24,2023-04-24,서울특별시 광진구 중곡동 29-56,"횡단보도, 산책로 등",37.5680238,127.0857309
331,광진구,2023-04-24,2023-04-24,서울특별시 광진구 중곡동 30-81,"점자블록, 엘리베이터 입구",37.5651253,127.0840328
332,광진구,2023-04-24,2023-04-24,서울특별시 광진구 중곡동 30-81,"점자블록, 엘리베이터 입구",37.5651253,127.0840328
333,광진구,2023-04-24,2023-04-24,서울특별시 광진구 중곡동 30-80,"점자블록, 엘리베이터 입구",37.5649376,127.0845873
334,광진구,2023-04-24,2023-04-24,서울특별시 광진구 중곡동 166-41,"버스정류장, 택시 승강장",37.5643756,127.0832173
335,광진구,2023-04-24,2023-04-24,서울특별시 광진구 중곡동 272-9,"횡단보도, 산책로 등",37.5587168,127.0804144
336,광진구,2023-04-24,2023-04-24,서울특별시 광진구 군자동 55-1,보도 중앙,37.5555507,127.0756105
337,광진구,2023-04-24,2023-04-24,서울특별시 광진구 능동 282-1,보도 중앙,37.5551353,127.0786842
338,광진구,2023-04-24,2023-04-24,서울특별시 광진구 중곡동 675,보도 중앙,37.5612523,127.0817291
339,광진구,2023-04-24,2023-04-24,서울특별시 광진구 중곡동 31-1,보도 중앙,37.5640686,127.0835417
340,광진구,2023-04-24,2023-04-24,서울특별시 광진구 중곡동 273-1,보도 중앙,37.565831,127.08425
341,광진구,2023-04-24,2023-04-24,서울특별시 광진구 광장동 237-15,보도 중앙,37.5448997,127.103842
